,G_x,AB,R,H,2B,3B,HR,RBI,SB_x,CS_x,BB,SO,IBB,HBP,SH,SF,GIDP,stint,G_y,GS,InnOuts,PO,A,E,DP,PB,SB_y,CS_y,salary,MinSalaries,adjSalary,adjMinSalaries,adjSalary2,Bavg,Slug,OBP,FPct,yearID,playerID,Primary
7375,142,504,76,147,28,6,21,76.0,11.0,8.0,58,111.0,1.0,5.0,6.0,9.0,12.0,3.0,139.0,134.0,3447.0,276.0,6.0,6.0,0.0,0.0,0.0,0.0,4900000.0,170000.0,7369600.0,255680.0,7369600.0,0.2916666666666667,0.49603174603174605,0.3645833333333333,0.9791666666666666,1998,burksel01,OF
7383,131,452,87,114,29,0,29,82.0,6.0,2.0,71,108.0,4.0,4.0,0.0,8.0,6.0,1.0,126.0,126.0,3147.0,77.0,207.0,21.0,16.0,0.0,0.0,0.0,3500000.0,170000.0,5264000.0,255680.0,5264000.0,0.252212389380531,0.5088495575221239,0.3532710280373832,0.9311475409836065,1998,caminke01,3B
7385,151,583,98,138,26,0,46,107.0,29.0,17.0,65,159.0,5.0,6.0,0.0,4.0,7.0,1.0,73.0,73.0,1655.0,117.0,4.0,5.0,2.0,0.0,0.0,0.0,2125000.0,170000.0,3196000.0,255680.0,3196000.0,0.2367066895368782,0.5180102915951973,0.31762917933130697,0.9603174603174603,1998,cansejo01,OF
7386,126,388,51,101,22,1,18,63.0,4.0,1.0,24,61.0,4.0,2.0,0.0,4.0,9.0,6.0,84.0,67.0,1749.0,201.0,13.0,5.0,6.0,0.0,0.0,0.0,3151380.0,170000.0,4739675.52,255680.0,4739675.52,0.2603092783505155,0.46134020618556704,0.3038277511961722,0.9771689497716894,1998,cartejo01,OF
7392,162,645,108,206,28,4,46,144.0,5.0,9.0,40,89.0,7.0,6.0,0.0,6.0,24.0,2.0,163.0,162.0,4268.0,110.0,316.0,13.0,39.0,0.0,0.0,0.0,5025000.0,170000.0,7557600.0,255680.0,7557600.0,0.31937984496124033,0.5891472868217055,0.3615494978479197,0.9703872437357631,1998,castivi02,3B
7404,149,554,98,169,41,1,23,102.0,1.0,0.0,72,97.0,5.0,3.0,0.0,7.0,15.0,1.0,134.0,133.0,3442.0,1079.0,73.0,13.0,112.0,0.0,0.0,0.0,5812595.0,170000.0,8742142.88,255680.0,8742142.88,0.30505415162454874,0.5072202166064982,0.3836477987421384,0.9888412017167382,1998,clarkwi02,1B
7405,142,541,89,136,31,2,9,53.0,24.0,11.0,53,83.0,1.0,3.0,6.0,5.0,16.0,3.0,141.0,138.0,3677.0,228.0,438.0,20.0,79.0,0.0,0.0,0.0,3500000.0,170000.0,5264000.0,255680.0,5264000.0,0.2513863216266174,0.3659889094269871,0.31893687707641194,0.9708454810495627,1998,claytro01,SS
7410,93,309,30,79,26,0,8,43.0,3.0,0.0,26,68.0,1.0,2.0,0.0,6.0,8.0,2.0,92.0,82.0,2177.0,235.0,7.0,1.0,15.0,0.0,0.0,0.0,2240000.0,170000.0,3368960.0,255680.0,3368960.0,0.255663430420712,0.4174757281553398,0.3119533527696793,0.9958847736625515,1998,coninje01,OF
7413,155,602,111,166,27,6,6,32.0,15.0,6.0,73,59.0,0.0,5.0,12.0,3.0,5.0,3.0,151.0,147.0,3806.0,243.0,310.0,20.0,76.0,0.0,0.0,0.0,1700000.0,170000.0,2556800.0,255680.0,2556800.0,0.2757475083056478,0.3704318936877076,0.35724743777452417,0.9650959860383944,1998,corajo01,2B
7415,119,438,52,111,20,2,10,69.0,3.0,6.0,50,103.0,3.0,5.0,0.0,6.0,14.0,1.0,115.0,113.0,2946.0,257.0,5.0,6.0,1.0,0.0,0.0,0.0,2000000.0,170000.0,3008000.0,255680.0,3008000.0,0.2534246575342466,0.3767123287671233,0.33266533066132264,0.9776119402985075,1998,cordoma01,OF
7430,35,103,11,30,7,0,3,9.0,0.0,1.0,14,18.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4333333.0,170000.0,6517332.832,255680.0,6517332.832,0.2912621359223301,0.44660194174757284,0.3728813559322034,0.0,1998,davisch01,DH
7431,131,452,81,148,29,1,28,89.0,7.0,6.0,44,108.0,0.0,5.0,0.0,7.0,13.0,1.0,72.0,69.0,1710.0,119.0,4.0,1.0,0.0,0.0,0.0,0.0,2500000.0,170000.0,3760000.0,255680.0,3760000.0,0.3274336283185841,0.581858407079646,0.38779527559055116,0.9919354838709677,1998,daviser01,OF
7433,142,530,94,155,43,1,38,115.0,3.0,0.0,73,139.0,13.0,11.0,0.0,6.0,8.0,1.0,141.0,141.0,3770.0,1165.0,87.0,10.0,110.0,0.0,0.0,0.0,2400000.0,170000.0,3609600.0,255680.0,3609600.0,0.29245283018867924,0.5924528301886792,0.38548387096774195,0.9920760697305864,1998,delgaca01,1B
7437,117,420,74,122,21,8,7,44.0,26.0,10.0,56,61.0,2.0,0.0,4.0,4.0,6.0,2.0,112.0,102.0,2692.0,247.0,273.0,9.0,66.0,0.0,0.0,0.0,3000000.0,170000.0,4512000.0,255680.0,4512000.0,0.2904761904761905,0.42857142857142855,0.37083333333333335,0.9829867674858223,1998,deshide01,2B
7443,157,551,73,158,39,3,3,56.0,11.0,7.0,21,51.0,0.0,8.0,12.0,3.0,11.0,1.0,157.0,155.0,4112.0,253.0,437.0,14.0,103.0,0.0,0.0,0.0,2800000.0,170000.0,4211200.0,255680.0,4211200.0,0.2867513611615245,0.38475499092558985,0.32075471698113206,0.9801136363636364,1998,disarga01,SS
7448,158,635,126,181,35,8,19,67.0,36.0,9.0,73,105.0,3.0,6.0,6.0,3.0,5.0,1.0,158.0,156.0,4072.0,282.0,438.0,18.0,128.0,0.0,0.0,0.0,1935000.0,170000.0,2910240.0,255680.0,2910240.0,0.28503937007874014,0.45511811023622045,0.36262203626220363,0.975609756097561,1998,durhara01,2B
7450,153,594,84,161,38,2,27,100.0,15.0,5.0,39,112.0,2.0,16.0,0.0,2.0,8.0,2.0,170.0,146.0,3901.0,312.0,480.0,12.0,112.0,0.0,0.0,0.0,2050000.0,170000.0,3083200.0,255680.0,3083200.0,0.27104377104377103,0.4781144781144781,0.3317972350230415,0.9850746268656716,1998,easleda01,2B
7452,154,599,115,184,42,1,25,91.0,7.0,5.0,57,114.0,7.0,1.0,1.0,1.0,16.0,1.0,153.0,150.0,3938.0,392.0,10.0,5.0,1.0,0.0,0.0,0.0,3175000.0,170000.0,4775200.0,255680.0,4775200.0,0.3071786310517529,0.5058430717863105,0.3677811550151976,0.9877149877149877,1998,edmonji01,OF
7464,138,486,71,156,36,2,9,72.0,13.0,8.0,45,53.0,5.0,11.0,3.0,6.0,11.0,2.0,136.0,133.0,3436.0,160.0,295.0,13.0,46.0,0.0,0.0,0.0,2000000.0,170000.0,3008000.0,255680.0,3008000.0,0.32098765432098764,0.4588477366255144,0.38686131386861317,0.9722222222222222,1998,fernato01,2B
7466,117,416,49,97,17,1,17,68.0,0.0,1.0,53,111.0,1.0,4.0,0.0,3.0,18.0,3.0,75.0,74.0,1900.0,562.0,41.0,3.0,61.0,0.0,0.0,0.0,2970000.0,170000.0,4466880.0,255680.0,4466880.0,0.23317307692307693,0.4014423076923077,0.3235294117647059,0.995049504950495,1998,fieldce01,1B
7468,159,619,92,154,40,6,14,67.0,12.0,3.0,45,103.0,0.0,3.0,3.0,4.0,9.0,1.0,157.0,146.0,4006.0,351.0,12.0,7.0,6.0,0.0,0.0,0.0,3400000.0,170000.0,5113600.0,255680.0,5113600.0,0.24878836833602586,0.40064620355411956,0.30104321907600595,0.981081081081081,1998,finlest01,OF
7469,91,304,21,63,11,0,3,24.0,0.0,5.0,22,46.0,0.0,1.0,4.0,3.0,9.0,1.0,91.0,86.0,2289.0,542.0,45.0,4.0,2.0,5.0,48.0,29.0,1600000.0,170000.0,2406400.0,255680.0,2406400.0,0.20723684210526316,0.2730263157894737,0.2606060606060606,0.9932318104906938,1998,flahejo01,C
7479,146,557,74,160,33,2,28,96.0,10.0,8.0,44,125.0,0.0,3.0,0.0,4.0,12.0,2.0,147.0,143.0,3827.0,101.0,242.0,13.0,23.0,0.0,0.0,0.0,5400000.0,170000.0,8121600.0,255680.0,8121600.0,0.2872531418312388,0.5044883303411131,0.3404605263157895,0.9634831460674157,1998,frymatr01,3B
7482,153,555,103,169,27,1,44,121.0,7.0,6.0,63,146.0,11.0,25.0,0.0,5.0,8.0,1.0,149.0,149.0,3839.0,1218.0,81.0,11.0,114.0,0.0,0.0,0.0,8400000.0,170000.0,12633600.0,255680.0,12633600.0,0.3045045045045045,0.5945945945945946,0.3966049382716049,0.9916030534351145,1998,galaran01,1B
7483,121,383,60,92,17,1,26,67.0,8.0,0.0,51,92.0,2.0,2.0,0.0,2.0,6.0,1.0,104.0,101.0,2457.0,162.0,4.0,5.0,0.0,0.0,0.0,0.0,5500000.0,170000.0,8272000.0,255680.0,8272000.0,0.2402088772845953,0.4934725848563969,0.3310502283105023,0.9707602339181286,1998,gantro01,OF
7495,111,365,41,85,15,0,5,33.0,9.0,3.0,43,80.0,1.0,5.0,3.0,3.0,11.0,3.0,104.0,93.0,2495.0,170.0,12.0,2.0,1.0,0.0,0.0,0.0,5050000.0,170000.0,7595200.0,255680.0,7595200.0,0.2328767123287671,0.3150684931506849,0.31971153846153844,0.9891304347826086,1998,gilkebe01,OF
7498,78,254,31,70,11,4,3,31.0,2.0,4.0,14,38.0,1.0,2.0,8.0,1.0,10.0,1.0,78.0,76.0,1967.0,541.0,38.0,3.0,5.0,5.0,54.0,19.0,2850000.0,170000.0,4286400.0,255680.0,4286400.0,0.2755905511811024,0.3858267716535433,0.3173431734317343,0.9948453608247423,1998,girarjo01,C
7504,154,606,110,193,50,2,45,157.0,2.0,1.0,46,126.0,9.0,6.0,0.0,11.0,20.0,1.0,116.0,115.0,3021.0,213.0,8.0,4.0,2.0,0.0,0.0,0.0,7800000.0,170000.0,11731200.0,255680.0,11731200.0,0.3184818481848185,0.6303630363036303,0.3662182361733931,0.9822222222222222,1998,gonzaju03,OF
7505,154,547,84,146,35,5,23,71.0,12.0,7.0,57,62.0,7.0,8.0,0.0,8.0,9.0,1.0,132.0,131.0,3441.0,232.0,8.0,3.0,0.0,0.0,0.0,0.0,2000000.0,170000.0,3008000.0,255680.0,3008000.0,0.26691042047531993,0.4753199268738574,0.3403225806451613,0.9876543209876543,1998,gonzalu01,OF
7507,154,520,102,151,13,3,2,33.0,38.0,20.0,73,90.0,0.0,2.0,10.0,3.0,2.0,1.0,150.0,129.0,3448.0,370.0,5.0,3.0,2.0,0.0,0.0,0.0,2350000.0,170000.0,3534400.0,255680.0,3534400.0,0.2903846153846154,0.3384615384615385,0.3779264214046823,0.9920634920634921,1998,goodwto01,OF
7508,158,595,92,184,39,3,17,89.0,4.0,7.0,93,56.0,8.0,3.0,0.0,7.0,17.0,1.0,156.0,154.0,4171.0,1279.0,122.0,8.0,82.0,0.0,0.0,0.0,4225000.0,170000.0,6354400.0,255680.0,6354400.0,0.3092436974789916,0.47058823529411764,0.40114613180515757,0.9943222143364088,1998,gracema01,1B
7514,135,396,65,102,19,1,15,54.0,7.0,3.0,69,90.0,2.0,3.0,0.0,2.0,9.0,5.0,120.0,103.0,2733.0,107.0,133.0,14.0,21.0,0.0,0.0,0.0,1750000.0,170000.0,2632000.0,255680.0,2632000.0,0.25757575757575757,0.42424242424242425,0.3702127659574468,0.9448818897637795,1998,greenwi01,3B
7517,161,633,120,180,33,3,56,146.0,20.0,5.0,76,121.0,11.0,7.0,0.0,4.0,14.0,2.0,159.0,158.0,4052.0,409.0,11.0,5.0,3.0,0.0,0.0,0.0,8153667.0,170000.0,12263115.168,255680.0,12263115.168,0.2843601895734597,0.6113744075829384,0.36527777777777776,0.9882352941176471,1998,griffke02,OF
7518,142,542,57,147,28,1,10,60.0,13.0,8.0,24,78.0,2.0,2.0,2.0,2.0,12.0,1.0,137.0,133.0,3511.0,317.0,8.0,3.0,3.0,0.0,0.0,0.0,5000000.0,170000.0,7520000.0,255680.0,7520000.0,0.27121771217712176,0.38191881918819187,0.30350877192982456,0.9908536585365854,1998,grissma02,OF
7527,127,461,65,148,35,0,16,69.0,3.0,1.0,35,18.0,6.0,1.0,0.0,8.0,14.0,1.0,116.0,115.0,2706.0,142.0,5.0,1.0,0.0,0.0,0.0,0.0,4050000.0,170000.0,6091200.0,255680.0,6091200.0,0.3210412147505423,0.5010845986984815,0.36435643564356435,0.9932432432432432,1998,gwynnto01,OF
7531,148,561,95,173,28,3,6,51.0,13.0,9.0,82,73.0,1.0,3.0,12.0,3.0,6.0,3.0,144.0,136.0,3667.0,297.0,5.0,1.0,1.0,0.0,0.0,0.0,2750000.0,170000.0,4136000.0,255680.0,4136000.0,0.3083778966131907,0.40106951871657753,0.3975346687211094,0.9966996699669967,1998,hamilda02,OF
7540,111,329,39,94,8,0,12,62.0,2.0,1.0,34,61.0,0.0,0.0,1.0,2.0,4.0,2.0,91.0,76.0,2026.0,369.0,101.0,3.0,43.0,0.0,0.0,0.0,1800000.0,170000.0,2707200.0,255680.0,2707200.0,0.2857142857142857,0.4194528875379939,0.3506849315068493,0.9936575052854123,1998,hayesch01,3B
7548,157,612,92,174,37,4,25,85.0,3.0,3.0,63,101.0,2.0,6.0,0.0,4.0,16.0,1.0,153.0,153.0,4042.0,303.0,18.0,6.0,3.0,0.0,0.0,0.0,2425000.0,170000.0,3647200.0,255680.0,3647200.0,0.28431372549019607,0.4803921568627451,0.35474452554744523,0.981651376146789,1998,higgibo02,OF
7552,97,267,36,70,12,0,15,56.0,0.0,1.0,38,50.0,0.0,4.0,5.0,4.0,5.0,2.0,89.0,78.0,1971.0,529.0,39.0,3.0,9.0,2.0,98.0,27.0,3600000.0,170000.0,5414400.0,255680.0,5414400.0,0.26217228464419473,0.4756554307116105,0.35782747603833864,0.9947460595446584,1998,hoilech01,C
7555,101,363,60,88,16,2,11,39.0,11.0,3.0,44,69.0,2.0,7.0,2.0,2.0,5.0,2.0,98.0,97.0,2384.0,107.0,150.0,17.0,17.0,0.0,0.0,0.0,1900000.0,170000.0,2857600.0,255680.0,2857600.0,0.24242424242424243,0.3884297520661157,0.33413461538461536,0.9379562043795621,1998,hollida01,3B
7565,53,124,8,20,4,0,3,12.0,1.0,1.0,16,55.0,0.0,1.0,0.0,1.0,0.0,2.0,36.0,36.0,704.0,60.0,4.0,5.0,0.0,0.0,1.0,2.0,4925000.0,170000.0,7407200.0,255680.0,7407200.0,0.16129032258064516,0.2661290322580645,0.2605633802816901,0.927536231884058,1998,hundlto01,OF
7576,73,216,29,45,6,1,7,38.0,1.0,3.0,49,66.0,3.0,6.0,0.0,2.0,5.0,1.0,57.0,55.0,1337.0,441.0,23.0,3.0,57.0,0.0,0.0,0.0,3387500.0,170000.0,5094800.0,255680.0,5094800.0,0.20833333333333334,0.3425925925925926,0.3663003663003663,0.9935760171306209,1998,jahajo01,1B
7577,135,417,63,121,13,5,4,49.0,21.0,5.0,65,63.0,4.0,1.0,4.0,3.0,13.0,1.0,121.0,102.0,2843.0,217.0,0.0,3.0,1.0,0.0,0.0,0.0,1750000.0,170000.0,2632000.0,255680.0,2632000.0,0.290167865707434,0.37410071942446044,0.38477366255144035,0.9863636363636363,1998,javiest01,OF
7578,144,555,72,167,28,3,9,58.0,12.0,3.0,29,32.0,4.0,1.0,1.0,6.0,19.0,5.0,139.0,137.0,3243.0,216.0,9.0,1.0,2.0,0.0,0.0,0.0,6000000.0,170000.0,9024000.0,255680.0,9024000.0,0.3009009009009009,0.41081081081081083,0.3333333333333333,0.995575221238938,1998,jeffegr01,OF
7579,62,196,24,60,16,1,8,31.0,0.0,0.0,21,40.0,2.0,1.0,0.0,1.0,7.0,1.0,7.0,4.0,120.0,37.0,4.0,2.0,2.0,0.0,0.0,0.0,3200000.0,170000.0,4812800.0,255680.0,4812800.0,0.30612244897959184,0.5204081632653061,0.3744292237442922,0.9534883720930233,1998,jeffere01,1B
7584,133,459,44,100,18,0,19,58.0,0.0,2.0,45,129.0,1.0,1.0,0.0,1.0,12.0,3.0,131.0,129.0,3431.0,908.0,60.0,8.0,11.0,6.0,56.0,37.0,3300000.0,170000.0,4963200.0,255680.0,4963200.0,0.2178649237472767,0.3812636165577342,0.2885375494071146,0.9918032786885246,1998,johnsch04,C
7585,85,304,51,85,8,4,2,21.0,10.0,6.0,26,22.0,1.0,0.0,1.0,1.0,5.0,1.0,78.0,68.0,1908.0,154.0,5.0,4.0,2.0,0.0,0.0,0.0,4900000.0,170000.0,7369600.0,255680.0,7369600.0,0.27960526315789475,0.3519736842105263,0.33534743202416917,0.9754601226993865,1998,johnsla03,OF
7591,160,601,123,188,29,5,34,107.0,16.0,6.0,96,93.0,1.0,1.0,1.0,8.0,17.0,1.0,158.0,159.0,4199.0,105.0,290.0,12.0,28.0,0.0,0.0,0.0,2550000.0,170000.0,3835200.0,255680.0,3835200.0,0.31281198003327787,0.5474209650582362,0.40368271954674223,0.9705159705159705,1998,jonesch06,3B
7593,150,564,100,178,34,7,25,91.0,17.0,5.0,40,66.0,1.0,9.0,0.0,4.0,18.0,2.0,142.0,134.0,3516.0,284.0,12.0,9.0,6.0,0.0,0.0,0.0,3700000.0,170000.0,5564800.0,255680.0,5564800.0,0.31560283687943264,0.5336879432624113,0.3679092382495948,0.9704918032786886,1998,jordabr01,OF
7595,131,439,58,131,30,1,12,80.0,1.0,2.0,51,44.0,8.0,1.0,0.0,3.0,11.0,1.0,127.0,113.0,3041.0,985.0,81.0,7.0,101.0,0.0,0.0,0.0,3750000.0,170000.0,5640000.0,255680.0,5640000.0,0.2984054669703872,0.4533029612756264,0.37044534412955465,0.9934762348555451,1998,joynewa01,1B
7596,146,540,94,151,39,2,21,88.0,9.0,3.0,76,98.0,7.0,0.0,0.0,9.0,9.0,1.0,21.0,20.0,501.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,6500000.0,170000.0,9776000.0,255680.0,9776000.0,0.2796296296296296,0.4759259259259259,0.3632,1.0,1998,justida01,OF
7598,139,507,59,150,20,1,23,87.0,7.0,2.0,47,93.0,1.0,3.0,0.0,7.0,7.0,1.0,136.0,136.0,3506.0,1150.0,110.0,12.0,122.0,0.0,0.0,0.0,4500000.0,170000.0,6768000.0,255680.0,6768000.0,0.2958579881656805,0.47534516765285995,0.3546099290780142,0.9905660377358491,1998,karroer01,1B
7601,75,257,48,83,7,3,16,46.0,0.0,2.0,8,46.0,0.0,3.0,1.0,1.0,4.0,1.0,71.0,57.0,1503.0,155.0,5.0,4.0,1.0,0.0,0.0,0.0,1625000.0,170000.0,2444000.0,255680.0,2444000.0,0.3229571984435798,0.5603112840466926,0.34944237918215615,0.975609756097561,1998,kellyro01,OF
7603,137,526,94,156,37,3,31,128.0,9.0,4.0,48,110.0,4.0,9.0,1.0,10.0,16.0,2.0,135.0,134.0,3499.0,279.0,404.0,20.0,87.0,0.0,0.0,0.0,3400000.0,170000.0,5113600.0,255680.0,5113600.0,0.2965779467680608,0.5551330798479087,0.3591905564924115,0.9715504978662873,1998,kentje01,2B
7604,131,486,83,128,17,1,24,93.0,10.0,2.0,42,73.0,1.0,2.0,0.0,10.0,10.0,2.0,116.0,113.0,2935.0,935.0,91.0,5.0,105.0,0.0,0.0,0.0,4000000.0,170000.0,6016000.0,255680.0,6016000.0,0.26337448559670784,0.4506172839506173,0.31851851851851853,0.9951503394762367,1998,kingje01,1B
7609,129,427,69,117,29,1,18,70.0,5.0,3.0,56,66.0,5.0,3.0,0.0,4.0,9.0,2.0,127.0,124.0,2901.0,195.0,13.0,2.0,5.0,0.0,0.0,0.0,3500000.0,170000.0,5264000.0,255680.0,5264000.0,0.27400468384074944,0.47306791569086654,0.35918367346938773,0.9904761904761905,1998,kleskry01,OF
7610,150,603,117,160,25,4,17,64.0,31.0,12.0,76,70.0,1.0,18.0,2.0,7.0,13.0,1.0,149.0,149.0,3879.0,275.0,408.0,13.0,86.0,0.0,0.0,0.0,6000000.0,170000.0,9024000.0,255680.0,9024000.0,0.26533996683250416,0.4046434494195688,0.36079545454545453,0.9813218390804598,1998,knoblch01,2B
7618,154,533,94,156,37,1,31,105.0,26.0,5.0,86,151.0,5.0,3.0,0.0,4.0,4.0,1.0,145.0,137.0,3649.0,338.0,7.0,5.0,2.0,0.0,0.0,0.0,4666667.0,170000.0,7018667.168,255680.0,7018667.168,0.2926829268292683,0.5403377110694184,0.3913738019169329,0.9857142857142858,1998,lankfra01,OF
7619,153,584,73,161,39,2,12,66.0,10.0,3.0,39,88.0,4.0,5.0,7.0,3.0,18.0,2.0,154.0,148.0,3825.0,345.0,425.0,10.0,116.0,0.0,0.0,0.0,3950000.0,170000.0,5940800.0,255680.0,5940800.0,0.2756849315068493,0.410958904109589,0.3248811410459588,0.9871794871794872,1998,lansimi01,2B
7620,145,538,93,166,34,10,17,72.0,26.0,3.0,79,69.0,5.0,2.0,4.0,3.0,12.0,1.0,145.0,142.0,3708.0,207.0,361.0,12.0,79.0,0.0,0.0,0.0,5300000.0,170000.0,7971200.0,255680.0,7971200.0,0.30855018587360594,0.5037174721189591,0.3971061093247588,0.9793103448275862,1998,larkiba01,SS
7634,142,518,52,129,21,2,9,54.0,3.0,3.0,48,111.0,2.0,3.0,3.0,8.0,17.0,1.0,140.0,137.0,3686.0,276.0,437.0,16.0,74.0,0.0,0.0,0.0,1720000.0,170000.0,2586880.0,255680.0,2586880.0,0.24903474903474904,0.34942084942084944,0.3119584055459272,0.9780521262002744,1998,lewisma01,2B
7635,114,272,34,75,16,0,12,42.0,0.0,0.0,42,74.0,1.0,9.0,0.0,5.0,6.0,10.0,48.0,39.0,963.0,289.0,19.0,3.0,14.0,1.0,12.0,2.0,2000000.0,170000.0,3008000.0,255680.0,3008000.0,0.2757352941176471,0.46691176470588236,0.38414634146341464,0.9903536977491961,1998,leyriji01,C
7642,154,600,101,169,31,6,12,64.0,54.0,10.0,87,80.0,1.0,2.0,3.0,6.0,7.0,1.0,154.0,150.0,3965.0,339.0,19.0,8.0,4.0,0.0,0.0,0.0,7550000.0,170000.0,11355200.0,255680.0,11355200.0,0.2816666666666667,0.41333333333333333,0.3712230215827338,0.9781420765027322,1998,loftoke01,OF
7644,133,489,73,139,21,1,34,106.0,5.0,3.0,30,85.0,1.0,6.0,1.0,8.0,22.0,1.0,128.0,123.0,3277.0,978.0,68.0,5.0,6.0,11.0,53.0,27.0,3850000.0,170000.0,5790400.0,255680.0,5790400.0,0.2842535787321063,0.5398773006134969,0.32833020637898686,0.9952426260704091,1998,lopezja01,C
7660,110,291,30,72,12,3,2,26.0,1.0,5.0,38,49.0,3.0,3.0,2.0,1.0,11.0,1.0,108.0,95.0,2388.0,528.0,48.0,7.0,6.0,8.0,64.0,30.0,2150000.0,170000.0,3233600.0,255680.0,3233600.0,0.24742268041237114,0.32989690721649484,0.33933933933933935,0.9879931389365352,1998,manwaki01,C
7662,125,440,57,105,15,2,12,47.0,20.0,3.0,32,91.0,2.0,5.0,0.0,2.0,13.0,1.0,114.0,110.0,2767.0,192.0,6.0,3.0,1.0,0.0,0.0,0.0,2600000.0,170000.0,3910400.0,255680.0,3910400.0,0.23863636363636365,0.36363636363636365,0.2964509394572025,0.9850746268656716,1998,martial03,OF
7664,154,556,86,179,46,1,29,102.0,1.0,1.0,106,96.0,4.0,3.0,0.0,7.0,13.0,1.0,4.0,4.0,93.0,22.0,6.0,0.0,3.0,0.0,0.0,0.0,3500000.0,170000.0,5264000.0,255680.0,5264000.0,0.32194244604316546,0.564748201438849,0.42857142857142855,1.0,1998,martied01,1B
7671,142,531,92,149,33,1,28,123.0,2.0,1.0,61,83.0,3.0,6.0,0.0,10.0,18.0,1.0,142.0,139.0,3646.0,1180.0,93.0,10.0,111.0,0.0,0.0,0.0,4300000.0,170000.0,6467200.0,255680.0,6467200.0,0.2806026365348399,0.504708097928437,0.35526315789473684,0.9922057677318784,1998,martiti02,1B
7684,151,564,73,160,33,0,19,81.0,7.0,2.0,79,118.0,9.0,2.0,0.0,4.0,14.0,1.0,135.0,134.0,3559.0,1150.0,81.0,6.0,140.0,0.0,0.0,0.0,5500000.0,170000.0,8272000.0,255680.0,8272000.0,0.28368794326241137,0.4432624113475177,0.3713405238828968,0.9951495553759094,1998,mcgrifr01,1B
7686,155,509,130,152,21,0,70,147.0,1.0,0.0,162,155.0,28.0,6.0,0.0,4.0,8.0,1.0,151.0,152.0,3979.0,1326.0,97.0,12.0,128.0,0.0,0.0,0.0,8928354.0,170000.0,13428244.416,255680.0,13428244.416,0.29862475442043224,0.7524557956777996,0.4698972099853157,0.9916376306620209,1998,mcgwima01,1B
7687,126,461,79,114,15,1,5,53.0,12.0,4.0,89,64.0,1.0,2.0,12.0,3.0,15.0,1.0,122.0,122.0,3167.0,249.0,332.0,15.0,71.0,0.0,0.0,0.0,2300000.0,170000.0,3459200.0,255680.0,3459200.0,0.2472885032537961,0.31670281995661603,0.36936936936936937,0.9748322147651006,1998,mclemma01,2B
7688,159,552,79,146,36,5,21,79.0,20.0,11.0,80,90.0,3.0,5.0,3.0,5.0,5.0,1.0,154.0,144.0,3916.0,302.0,8.0,4.0,3.0,0.0,0.0,0.0,3850000.0,170000.0,5790400.0,255680.0,5790400.0,0.2644927536231884,0.46195652173913043,0.3598130841121495,0.9872611464968153,1998,mcraebr01,OF
7689,149,543,56,141,26,3,9,70.0,7.0,4.0,24,86.0,1.0,6.0,3.0,5.0,12.0,1.0,149.0,145.0,3810.0,263.0,412.0,24.0,92.0,0.0,0.0,0.0,2500000.0,170000.0,3760000.0,255680.0,3760000.0,0.2596685082872928,0.3683241252302026,0.2958477508650519,0.9656652360515021,1998,mearepa01,SS
7706,126,502,75,141,29,5,4,69.0,9.0,2.0,45,41.0,5.0,1.0,1.0,10.0,19.0,1.0,9.0,9.0,222.0,79.0,7.0,0.0,4.0,0.0,0.0,0.0,4250000.0,170000.0,6392000.0,255680.0,6392000.0,0.28087649402390436,0.38247011952191234,0.33512544802867383,1.0,1998,molitpa01,1B
7708,148,580,85,162,26,5,30,90.0,16.0,10.0,30,112.0,4.0,3.0,0.0,4.0,8.0,1.0,148.0,147.0,3784.0,284.0,6.0,6.0,1.0,0.0,0.0,0.0,5500000.0,170000.0,8272000.0,255680.0,8272000.0,0.2793103448275862,0.496551724137931,0.3160453808752026,0.9797297297297297,1998,mondera01,OF
7710,154,582,93,172,20,4,8,53.0,13.0,1.0,72,84.0,4.0,9.0,4.0,2.0,14.0,1.0,152.0,146.0,3912.0,267.0,404.0,5.0,70.0,0.0,0.0,0.0,2000000.0,170000.0,3008000.0,255680.0,3008000.0,0.29553264604810997,0.3848797250859107,0.3804511278195489,0.992603550295858,1998,moranmi01,2B
7723,102,309,39,83,14,1,12,56.0,2.0,2.0,33,48.0,1.0,1.0,2.0,2.0,12.0,3.0,93.0,87.0,1944.0,436.0,24.0,9.0,43.0,1.0,3.0,0.0,3700000.0,170000.0,5564800.0,255680.0,5564800.0,0.2686084142394822,0.4368932038834951,0.3391304347826087,0.9808102345415778,1998,nilssda01,1B
7724,110,448,71,133,6,6,1,20.0,37.0,7.0,44,56.0,0.0,2.0,4.0,2.0,14.0,1.0,108.0,106.0,2768.0,278.0,4.0,3.0,0.0,0.0,0.0,0.0,2000000.0,170000.0,3008000.0,255680.0,3008000.0,0.296875,0.34375,0.36088709677419356,0.9894736842105263,1998,nixonot01,OF
7731,158,607,102,191,28,13,7,66.0,45.0,12.0,89,96.0,1.0,5.0,2.0,6.0,7.0,1.0,152.0,152.0,3976.0,277.0,440.0,19.0,113.0,0.0,0.0,0.0,2000000.0,170000.0,3008000.0,255680.0,3008000.0,0.31466227347611203,0.4382207578253707,0.4031117397454031,0.9741847826086957,1998,offerjo01,2B
